stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
5154,5154,GWYNN OAK AVE & ROYAL OAK AVE eb,,39.325644,-76.712205,,,,,0
5156,5156,GWYNN OAK AVE & BOWERS AVE fs eb,,39.327863,-76.709724,,,,,0
5157,5157,GWYNN OAK & ROGERS eb,GWYNN OAK at ROGERS AVE eb,39.328436,-76.707713,,,,,0
5158,5158,GWYNN OAK & WAYNE eb,GWYNN OAK at WAYNE AVE eb,39.328945,-76.70573,,,,,0
5159,5159,GWYNN OAK & FERNDALE eb,GWYNN OAK at FERNDALE AVE eb,39.329766,-76.703781,,,,,0
5160,5160,GWYNN OAK & MILFORD eb,GWYNN OAK at MILFORD AVE eb,39.330222,-76.701728,,,,,0
5161,5161,GWYNN OAK & HOWARD PARK eb,GWYNN OAK at HOWARD PARK AVE eb,39.330326,-76.699069,,,,,0
5162,5162,GWYNN OAK & WOODBINE eb,GWYNN OAK at WOODBINE AVE eb,39.330442,-76.697043,,,,,0
5163,5163,LIBERTY HTS & GWYNN OAK fs s,LIBERTY HEIGHTS AVE at GWYNN OAK AVE fs sb,39.33132,-76.695737,,,,,0
5164,5164,LIBERTY HTS & HILLSDALE RD fs sb,LIBERTY HEIGHTS AVE at HILLSDALE RD fs sb,39.330751,-76.694043,,,,,0
5165,5165,LIBERTY HTS & ELDORADO AVE fs sb,LIBERTY HEIGHTS AVE at ELDORADO AVE fs sb,39.329828,-76.691123,,,,,0
5166,5166,LIBERTY HTS & GRANADA AVE sb,LIBERTY HEIGHTS AVE at GRANADA AVE sb,39.328724,-76.687491,,,,,0
5167,5167,LIBERTY HTS & OAKFIELD AVE sb,LIBERTY HEIGHTS AVE at OAKFIELD AVE sb,39.328081,-76.685283,,,,,0
5168,5168,LIBERTY HEIGHTS & GARRISON seb,LIBERTY HEIGHTS AVE at GARRISON BLVD sb,39.327308,-76.68252,,,,,0
5169,5169,LIBERTY HEIGHTS & AYRDALE AVE fs sb,LIBERTY HEIGHTS AVE at AYRDALE AVE fs sb,39.32674,-76.680762,,,,,0
5170,5170,LIBERTY HEIGHTS & CALLAWAY AVE sb,LIBERTY HEIGHTS AVE at CALLAWAY AVE sb,39.326206,-76.678904,,,,,0
5171,5171,LIBERTY HTS & GRANTLEY RD sb,LIBERTY HEIGHTS AVE at GRANTLEY RD sb,39.32549,-76.676556,,,,,0
5172,5172,LIBERTY HTS & EDGEWOOD ST sb,LIBERTY HEIGHTS AVE at EDGEWOOD ST sb,39.324973,-76.674699,,,,,0
5173,5173,LIBERTY HTS & DENISON ST sb,LIBERTY HEIGHTS AVE at DENISON ST sb,39.324493,-76.673157,,,,,0
5176,5176,LIBERTY HTS & BURLEITH sb,LIBERTY HEIGHTS AVE at BURLEITH AVE sb,39.320345,-76.659501,,,,,0
5182,5182,WHITELOCK & BROOKFIELD E/B,WHITELOCK ST at BROOKFIELD AVE eb,39.31429,-76.633906,,,,,0
5184,5184,EUTAW PLACE & PRESSTMAN ST sb,,39.309226,-76.632929,,,,,0
5186,5186,EUTAW PL & McMECHEN ST sb,EUTAW PL at MC MECHEN ST sb,39.306281,-76.62922,,,,,0
5187,5187,EUTAW PL & MOSHER ST sb,,39.305348,-76.628092,,,,,0
5188,5188,EUTAW PL & LAFAYETTE AVE sb,,39.304576,-76.627139,,,,,0
5189,5189,EUTAW PL & LANVALE ST sb,,39.303732,-76.626116,,,,,0
5190,5190,EUTAW PL & DOLPHIN ST sb,,39.303032,-76.625256,,,,,0
5191,5191,EUTAW ST & 29TH DIVISION ST opp SB,EUTAW ST at 29TH DIVISION opp sb,39.302134,-76.624105,,,,,0
5193,5193,EUTAW & MADISON AVE sb,EUTAW ST at MADISON AVE sb,39.298364,-76.621398,,,,,0
5196,5196,LOMBARD ST & GREENE ST wb,LOMBARD ST at GREENE ST WB,39.287483,-76.623479,,,,,0
5203,5203,ANNAPOLIS RD & KENT ST f/s sb,ANNAPOLIS RD at KENT ST fs sb,39.262985,-76.633886,,,,,0
5206,5206,CHERRY HILL RD & CHRYDLE APT opp eb,CHERRY HILL RD at CHERRYDALE APST opp eb,39.251038,-76.631664,,,,,0
5207,5207,GILES & CHERRY HILL fs sb,GILES RD at CHERRY HILL RD fs sb,39.250299,-76.629759,,,,,0
5208,5208,ROUND & WOODVIEW mid sb,ROUND RD at WOODVIEW RD mid sb,39.248278,-76.628289,,,,,0
5209,5209,CHERRYHILL & TERRA FIRMA eb,CHERRY HILL RD at TERRA FIRMA eb,39.249637,-76.623459,,,,,0
5218,5218,DAISY & TULIP FS wb,DAISY AVE at TULIP AVE fs wb,39.244835,-76.647358,,,,,0
5223,5223,BETHUNE & ROUND wb,BETHUNE RD at ROUND RD wb,39.244218,-76.624674,,,,,0
5224,5224,ROUND & BRIDGEVIEW nb,ROUND RD at BRIDGEVIEW RD nb,39.245512,-76.626558,,,,,0
5225,5225,ROUND & BOOKER-WOODVIEW MB,ROUND RD at BRIDGEVIEW RD,39.247162,-76.627772,,,,,0
5226,5226,WOODVIEW & SHELLBANKS wb,WOODVIEW RD at SHELLBANKS RD wb,39.248612,-76.629046,,,,,0
5227,5227,CHERRY HILL RD & CHERRYDALE APT,CHERRY HILL RD at CHERRYDALE APTS mid wb,39.251056,-76.631525,,,,,0
5232,5232,EUTAW ST & PRESTON ST nb,,39.301459,-76.622917,,,,,0
5233,5233,EUTAW ST & 29TH DIVISION nb,,39.302249,-76.623917,,,,,0
5234,5234,EUTAW & DOLPHIN nb,EUTAW ST at DOLPHIN ST nb,39.303092,-76.624799,,,,,0
5235,5235,EUTAW PL & LANVALE nb,EUTAW PL at LANVALE ST nb,39.303926,-76.625682,,,,,0
5238,5238,EUTAW & McMECHEN nb,EUTAW PL at McMECHEN ST nb,39.306283,-76.628619,,,,,0
5239,5239,EUTAW PL & WILSON nb,EUTAW PL at WILSON ST nb,39.307095,-76.629564,,,,,0
5245,5245,LIBERTY HGTS AVE & TIOGA PKWY,LIBERTY HEIGHTS AVE at TIOGA PKWY,39.31947,-76.65573,,,,,0
5248,5248,LIBERTY HEIGHTS & HILTON wb,LIBERTY HEIGHTS AVE at HILTON ST wb,39.324135,-76.671297,,,,,0
5249,5249,LIBERTY HTS & DENISON FS wb,LIBERTY HEIGHTS AVE at DENISON RD fs wb,39.324726,-76.673284,,,,,0
5250,5250,LIBERTY HEIGHTS & CEDARDALE wb,LIBERTY HEIGHTS AVE at CEDERDALE  wb,39.32536,-76.67541,,,,,0
5251,5251,LIBERTY HTS & COPELY RD n,LIBERTY HEIGHTS AVE at COPELY RD nb,39.325976,-76.677501,,,,,0
5252,5252,LIBERTY HT & AYRDALE AVE  wb,LIBERTY HEIGHTS AVE at AYRDALE AVE wb,39.326919,-76.680901,,,,,0
5253,5253,LIBERTY HEIGHTS & GARRISON nwb,LIBERTY HEIGHTS AVE at GARRISON BLVD wb,39.327352,-76.682392,,,,,0
5254,5254,LIBERTY HEIGHTS & CARSDALE AVE wb,LIBERTY HEIGHTS AVE at CARSDALE AVE wb,39.328169,-76.685107,,,,,0
5255,5255,LIBERTY HTS & GRANADA AVE wb,LIBERTY HEIGHTS AVE at GRANADA AVE wb,39.328822,-76.687326,,,,,0
5256,5256,LIBERTY HTS & HICKS AVE nb,LIBERTY HEIGHTS AVE at HICKS AVE nb,39.329175,-76.688482,,,,,0
5257,5257,LIBERTY HTS & FORDNEY LN wb,LIBERTY HEIGHTS AVE at FORDNEY LN wb,39.329699,-76.690258,,,,,0
5258,5258,LIBERTY HTS & ELDORADO AVE nb,LIBERTY HEIGHTS AVE at ELDORADO AVE nb,39.330016,-76.691263,,,,,0
5259,5259,LIBERTY HTS & MOHAWK AVE w,LIBERTY HEIGHTS AVE at MOHAWK AVE wb,39.330531,-76.692886,,,,,0
5260,5260,LIBERTY HTS & GWYNN OAK nb,LIBERTY HEIGHTS AVE at GWYNN OAK AVE nb,39.331344,-76.695558,,,,,0
5261,5261,GWYNN OAK & MAINE wb,GWYNN OAK at MAINE AVE wb,39.330805,-76.696232,,,,,0
5262,5262,GWYNN OAK & HOWARD PK FS  wb,GWYNN OAK at HOWARD PARK AVE fs wb,39.330461,-76.699279,,,,,0
5263,5263,GWYNN OAK & MILFORD wb,GWYNN OAK at MILFORD AVE wb,39.330382,-76.701656,,,,,0
5264,5264,GWYNN OAK & FERNDALE wb,GWYNN OAK at FERNDALE AVE wb,39.329936,-76.703733,,,,,0
5265,5265,GWYNN OAK & WAYNE wb,GWYNN OAK at WAYNE AVE wb,39.329123,-76.705671,,,,,0
5266,5266,GWYNN OAK & ROGERS wb,GWYNN OAK at ROGERS AVE wb,39.328596,-76.707641,,,,,0
5267,5267,GWYNN OAK AVE & ROGERS mid wb,GWYNN OAK AVE at ROGERS AVE mid wb,39.328289,-76.708873,,,,,0
5269,5269,5708 GWYNN OAK AVE wb,GWYNN OAK AVE at RES 5708 wb,39.326669,-76.711882,,,,,0
5270,5270,GWYNN OAK AVE & GWYNNDALE AVE fs wb,GWYNN OAK AVE at GWYNNDALE AVE wb fs,39.324889,-76.713261,,,,,0
5272,5272,GWYNN OAK LOOP,GWYNN OAK AVE at GWYNN OAK LOOP loop,39.326147,-76.716417,,,,,0
5273,5273,GWYNN OAK AVE & RES 6013 op wb,GWYNN OAK AVE at RES 6013  op wb,39.326298,-76.717785,,,,,0
5274,5274,GWYNN OAK & POPLAR wb,GWYNN OAK at POPLAR DR wb,39.32417,-76.720305,,,,,0
5275,5275,GWYNN OAK AVE & GWYNN LAKE DR wb,,39.323339,-76.722348,,,,,0
5277,5277,WOODLAWN & CEMETARY ENT wb,WOODLAWN DR at CEMETARY ENT wb,39.323746,-76.725705,,,,,0
5279,5279,WOODLAWN & CLARK MANOR W/B,WOODLAWN DR at CLARK MANOR  wb,39.321678,-76.730661,,,,,0
5280,5280,WOODLAWN & SUMMIT OP wb,WOODLAWN DR at SUMMIT AVE op wb,39.321659,-76.73251,,,,,0
5281,5281,WOODLAWN & KRIEL AVE W/B,WOODLAWN DR at KRIEL AVE wb,39.321114,-76.73461,,,,,0
5282,5282,WOODLAWN & DOGWOOD W/B,WOODLAWN DR at DOGWOOD RD wb,39.319365,-76.73674,,,,,0
5284,5284,WOODLAWN DR & LYNCH RD 7-11 sb,,39.316144,-76.736821,,,,,0
5285,5285,WOODLAWN & SAMS CLUB S/B,WOODLAWN DR at SAMS CLUB sb,39.31414,-76.735547,,,,,0
5286,5286,WOODLAWN & SUPER FRESH S/B,WOODLAWN DR at SUPER FREASH sb,39.313666,-76.735293,,,,,0
5287,5287,WOODLAWN & SECURITY FS,WOODLAWN DR at SECURITY BLVD FS sb,39.311668,-76.735094,,,,,0
5289,5289,LIBERTY HTS & HOWARD PARK AVE nb,LIBERTY HEIGHTS AVE at HOWARD PARK AVE nb,39.332251,-76.698376,,,,,0
5291,5291,LIBERTY HTS & MILFORD AVE nb,LIBERTY HEIGHTS AVE at MILFORD AVE nb,39.332929,-76.700549,,,,,0
5292,5292,LIBERTY HTS & MARMON AVE fs nb,LIBERTY HEIGHTS AVE at MARMON AVE fs nb,39.333544,-76.702477,,,,,0
5294,5294,LIBERTY HTS & SILVER HILL NB,LIBERTYHTS at SILVER HILL AVE nb,39.335226,-76.707605,,,,,0
5295,5295,LIBERTY HTS & NORTHERN PKY nb,LIBERTY HEIGHTS AVE at NORTHERN PKWY nb,39.335624,-76.70903,,,,,0
5297,5297,LIBERTY RD & TULSA RD fs nb,,39.337456,-76.713946,,,,,0
5298,5298,LIBERTY RD & LOCKWOOD fs nb,LIBERTY RD at LOCKWOOD RD fs nb,39.338584,-76.716947,,,,,0
5299,5299,LIBERTY RD & LANDBECK fs nb,LIBERTY RD at LANDBECK RD fs nb,39.339,-76.718208,,,,,0
5300,5300,LIBERTY RD & FOREST HILL nb,LIBERTY RD at FOREST HILL RD nb,39.339406,-76.71926,,,,,0
5301,5301,LIBERTY RD & OAK nb,LIBERTY RD at OAK CT nb,39.340245,-76.721444,,,,,0
5302,5302,LIBERTY RD & PATTERSON AVE nb,,39.34066,-76.722487,,,,,0
5304,5304,LIBERTY RD & KING JAMES nb,LIBERTY RD at KING JAMES CIR nb,39.342697,-76.72761,,,,,0
5305,5305,LIBERTY RD & BRUBAR CT nb,,39.343725,-76.730296,,,,,0
5307,5307,LIBERTY RD & ESSEX RD nb,,39.345313,-76.734688,,,,,0
5311,5311,LIBERTY RD & CROYDEN RD nb,LIBERTY RD at CROYDON RD nb,39.347686,-76.741288,,,,,0
5313,5313,LIBERTY RD & WASHINGTON fs nb,LIBERTY RD at WASHINGTON AVE fs nb,39.351015,-76.750612,,,,,0
5315,5315,LIBERTY RD & DUNHILL VILLAGE nb,LIBERTY RD at DUNHILL VILLAGE CIR nb,39.351367,-76.751511,,,,,0
5316,5316,LIBERTY RD & ABBIE PL opp nb,,39.352188,-76.753789,,,,,0
5317,5317,LIBERTY RD & ROCKDALE FS nb,LIBERTY RD at ROCKDALE TER fs nb,39.35282,-76.755659,,,,,0
5318,5318,LIBERTY RD & KENMAR RD nb,,39.353507,-76.757356,,,,,0
5321,5321,LIBERTY RD & ST JAMES RD FS nb,,39.357036,-76.767251,,,,,0
5322,5322,LIBERTY RD & MEADOWDALE wb,LIBERTY RD at MEADOWDALE DR wb,39.357354,-76.767991,,,,,0
5323,5323,LIBERTY RD & LIBERTY  PL wb,LIBERTY RD at LIBERTY PL wb,39.358137,-76.769877,,,,,0
5324,5324,LIBERTY RD & HILMAR RD FS wb,LIBERTY RD at HILMAR RD fs wb,39.358802,-76.771613,,,,,0
5325,5325,LIBERTY RD & COURTLEIGH wb,LIBERTY RD at COURTLEIGH DR wb,39.359512,-76.773406,,,,,0
5326,5326,LIBERTY RD & LIBERTY CROSSROADS nb,LIBERTY RD at LIBERTY CRSSRDS SHOP nb,39.360095,-76.774969,,,,,0
5327,5327,LIBERTY RD & OLD COURT nb,LIBERTY RD at OLD COURT RD nb,39.36148,-76.778788,,,,,0
5343,5343,CHERRY HILL & METAL RD  OP,CHERRY HILL RD at METAL RD,39.254068,-76.633943,,,,,0
5344,5344,C H MULT PURPOSE BLDG,CHERRY HILL at MULTI PURPOSE BUILDING,39.252665,-76.631001,,,,,0
5345,5345,GILES RD & CHERRY HILL RD fs nb,,39.250693,-76.629443,,,,,0
5348,5348,CHERRY HILL & CHERRYLAND,CHERRY HILL RD at CHERRYLAND RD,39.249002,-76.624824,,,,,0
5351,5351,CHERRY HILL & SEABURY fs wb,CHERRY HILL RD at SEABURY RD fs wb,39.250257,-76.622195,,,,,0
5359,5359,HANOVER & PATAPSCO (at alley),HANOVER ST at PATAPSCO AVE (at alley),39.238711,-76.609384,,,,,0
5364,5364,CHERRY HILL & ROUNDVIEW RD wb,CHERRY HILL RD at ROUNDVIEW RD wb,39.250853,-76.620811,,,,,0
5366,5366,KENT & SIDNEY W/B,KENT ST at SIDNEY AVE wb,39.262747,-76.633011,,,,,0
5368,5368,WATERVIEW & HOLLINS FERRY RD wb,WATERVIEW AVE at HOLLINS FERRY RD wb,39.26127,-76.64163,,,,,0
5371,5371,HOLLINS FERRY RD & DAISY AVE sb,,39.245255,-76.648386,,,,,0
5372,5372,MYRTLE AVE & McDOWELL LN sb,MYRTLE AVE at MCDOWELL LN sb,39.243082,-76.646227,,,,,0
5377,5377,PATAPSCO AVE & MARMENCO CT fs eb,,39.244153,-76.632606,,,,,0
5379,5379,PATAPSCO & MAGNOLIA FS wb,PATAPSCO AVE at MAGNOLIA AVE fs wb,39.246456,-76.635427,,,,,0
5390,5390,VIRGINIA & MCDOWELL, Unit @ MCDOWELL LANE at MCDOWELL LN wb,39.235332,-76.647326,,,,,0
5396,5396,McDOWELL LN & MYRTLE AVE nb,MCDOWELL LN at MYRTLE AVE nb,39.243063,-76.646158,,,,,0
5403,5403,HOLLINS FERRY & WATERVIEW nb,HOLLINS FERRY RD at WATERVIEW AVE nb,39.261208,-76.641712,,,,,0
5405,5405,WATERVIEW & CHERRY HILL eb,WATERVIEW AVE at CHERRY HILL RD eb,39.257704,-76.63269,,,,,0
5416,5416,LOMBARD ST & POPPLETON ST wb,,39.286878,-76.631863,,,,,0
5417,5417,LOMBARD ST & SCHROEDER ST wb,,39.286841,-76.633501,,,,,0
5418,5418,LOMBARD ST & CARROLLTON wb,LOMBARD ST at CARROLLTON AVE wb,39.286632,-76.636463,,,,,0
5419,5419,LOMBARD ST & CAREY ST wb,,39.286541,-76.637926,,,,,0
5421,5421,LOMBARD ST & STRICKER ST fs wb,W LOMBARD ST at S GILMOR ST,39.28646,-76.640863,,,,,0
5446,5446,DESOTO RD & WILMARCO AVE nb,,39.27006,-76.661855,,,,,0
5449,5449,WILKENS AVE & CATON AVE N/S wb,WILKENS AVE at CATON AVE wb,39.274116,-76.671323,,,,,0
5459,5459,WILKENS AVE & LEEDS AVE  wb,WILKENS AVE at LEEDS AVE wb,39.267963,-76.689151,,,,,0
5473,5473,MAIDEN CHOICE LA & WILKENS f/s sb,MAIDEN CHOICE LN at WILKENS AVE f/s sb,39.264411,-76.699585,,,,,0
5485,5485,POPLAR AVE & HILLTOP CIR f/s sb,POPLAR AVE at HILLTOP CIRCLE f/s sb,39.254234,-76.705471,,,,,0
5488,5488,LINDEN & HIGHVIEW ROAD sb,LINDEN AVE at HIGHVIEW RD sb,39.25169,-76.695296,,,,,0
5490,5490,EAST DR & LINDEN AVE f/s sb,EAST DR at LINDEN AVE fs wb,39.250285,-76.693605,,,,,0
5491,5491,EAST DR & MAPLE AVE sb,EAST DR at MAPLE AVE wb,39.248764,-76.693837,,,,,0
5492,5492,SULPHUR SPRING RD & EAST DR f/s eb,,39.247178,-76.693572,,,,,0
5493,5493,CARVILLE & JUNE ROAD sb,CARVILLE AVE at JUNE RD sb,39.244775,-76.694089,,,,,0
5494,5494,CARVILLE & LINK AVE sb,CARVILLE AVE at LINK AVE sb,39.242973,-76.694,,,,,0
5502,5502,SELMA AVE & WINANS AVE sb,,39.238301,-76.690771,,,,,0
5515,5515,EAST DR & SULPHUR SPRING RD f/s nb,EAST DR at SULPHUR SPRING  fs eb,39.247386,-76.693825,,,,,0
5531,5531,MAIDEN CHOICE LA & WILKENS nb,MAIDEN CHOICE LN at WILKENS AVE nb,39.264447,-76.699515,,,,,0
5536,5536,WILKENS AVE & LEEDS AVE eb,,39.26794,-76.689084,,,,,0
5543,5543,WILKENS AVE & CATON AVE eb,WILKENS AVE at CATON AVE sb,39.273517,-76.672186,,,,,0
5550,5550,DESOTO RD & WILMARCO AVE fs sb,,39.269843,-76.661706,,,,,0
5563,5563,WILKENS AVE & PAYSON ST eb,,39.281558,-76.647907,,,,,0
5565,5565,WILKENS AVE & MONROE ST eb,,39.281852,-76.646548,,,,,0
5571,5571,PRATT ST & CAREY ST f/s eb,PRATT ST at CAREY ST fs eb,39.285613,-76.637887,,,,,0
5579,5579,GARRISON & GROVELAND sb,GARRISON BLVD at GROVELAND AVE sb,39.340778,-76.683384,,,,,0
5580,5580,DOLFIELD & GARRISON eb,DOLFIELD AVE at GARRISON BLVD eb,39.340464,-76.683537,,,,,0
5581,5581,DOLFIELD & WHITE OAK eb,DOLFIELD AVE at WHITE OAK AVE eb,39.339252,-76.680844,,,,,0
5582,5582,DOLFIELD & AYRDALE AVE eb,DOLFIELD AVE at AYRDALE AVE eb,39.338502,-76.678928,,,,,0
5583,5583,DOLFIELD & FERNHILL eb,DOLFIELD AVE at FERNHILL AVE eb,39.337431,-76.677062,,,,,0
5584,5584,WEST COLDSPRING STATION (METRO) N/B,BALTIMORE METRO at COLD SPRING LN STAT nb,39.336464,-76.672632,,,,,0
5585,5585,WEST COLDSPRING STATION (METRO) S/B,BALTIMORE METRO at COLD SPRING LN STAT sb,39.336192,-76.672379,,,,,0
5586,5586,COLD SPRING LA & WABASH eb,COLD SPRING LN at WABASH AVE eb,39.336427,-76.673978,,,,,0
5587,5587,COLD SPRING & DAYTON AVE fs eb,COLD SPRING LN at DAYTON  AVE fs eb,39.337688,-76.670725,,,,,0
5590,5590,COLD SPRING & PALL MALL eb,COLD SPRING LN at PALL MALL RD eb,39.340798,-76.663933,,,,,0
5591,5591,COLD SPRING & OAKFORD AVE e,COLD SPRING LN at OAKFORD AVE eb,39.340555,-76.661405,,,,,0
5593,5593,COLD SPRING & TAMARIND OP eb,COLD SPRING LN at TAMARIND DR opp eb,39.343536,-76.651936,,,,,0
5596,5596,COLD SPRING & FALLS f/s  eb,COLD SPRING LN at FALLS RD fs eb,39.34304,-76.639946,,,,,0
5597,5597,COLD SPRING & EVANS CHAPEL eb,COLD SPRING LN at EVANS CHAPLE eb,39.34339,-76.636311,,,,,0
5600,5600,COLD SPRING & HARTWICK LN mid eb,COLD SPRING LN at HARTWICK LN mid eb,39.344494,-76.630294,,,,,0
5601,5601,COLD SPRING & SEDGWICK RD fs eb,COLD SPRING LN at SEDGEWICK RD fs eb,39.344767,-76.627587,,,,,0
5602,5602,COLD SPRING & LINKWOOD RD eb,COLD SPRING LN at LINKWOOD RD eb,39.344943,-76.625244,,,,,0
5604,5604,COLD SPRING & MILLBROOK RD eb,COLD SPRING LN at MILLBROOK RD eb,39.345064,-76.61722,,,,,0
5605,5605,COLDSPRING & YORK RD eb   fs,COLD SPRING LN at YORK RD fs,39.345963,-76.609433,,,,,0
5606,5606,COLD SPRING & ALHAMBRA eb,COLD SPRING LN at ALHAMBRA eb,39.345843,-76.607142,,,,,0
5607,5607,COLD SPRING & MIDWOOD AVE fs eb,COLD SPRING LN at MIDWOOD AVE fs eb,39.345329,-76.604231,,,,,0
5608,5608,COLD SPRING & THE ALAMEDA f/s eb,COLD SPRING LN at THE ALAMEDA fs eb,39.344934,-76.59935,,,,,0
5609,5609,COLD SPRING LA AT THE LEAGUE,COLD SPRING LA at LEAGUE FOR HDICAP eb,39.344844,-76.598321,,,,,0
5610,5610,COLD SPRING & MARBLE HALL eb,COLD SPRING LN at MARBLE HALL eb,39.344677,-76.597139,,,,,0
5611,5611,COLD SPRING & LOCH RAVEN eb,COLD SPRING LN at LOCH RAVEN BLVD eb,39.345875,-76.592269,,,,,0
5612,5612,COLD SPRING & FENWICK AVE eb,COLD SPRING LN at FENWICK AVE eb,39.345752,-76.589307,,,,,0
5615,5615,ARGONNE DR & HILLEN RD fs eb,,39.33975,-76.587521,,,,,0
5618,5618,ARGONNE & MD REHAB CTR f/s eb,ARGONNE DR at MD REHAB CTR fs eb,39.338757,-76.577368,,,,,0
5620,5620,MORAVIA RD & HARCOURT fs eb,MORAVIA RD at HARCOURT RD fs eb,39.336969,-76.565112,,,,,0
5622,5622,MORAVIA & MANNASOTA AVE eb,MORAVIA RD at MANNASOTA AVE eb,39.328906,-76.558839,,,,,0
5623,5623,MORAVIA RD & ST THOMAS AVE opp eb,,39.327862,-76.555889,,,,,0
5624,5624,MORAVIA RD & SIPPLE AVE fs eb,,39.326427,-76.552939,,,,,0
5626,5626,MORAVIA RD & SINCLAIR LA  eb,MORAVIA RD at SINCLAIR LN eb,39.322026,-76.548691,,,,,0
5628,5628,MORAVIA RD & MORAVIA PARK DR fs,,39.316309,-76.544702,,,,,0
5630,5630,MORAVIA & GUNTHER f/s (NE MID),MORAVIA RD at NORTHEAST MIDDLE SCH,39.322957,-76.549192,,,,,0
5631,5631,MORAVIA RD. & SIPPLE AV wb,MORAVIA RD at SIPPLE AVE wb,39.32666,-76.552949,,,,,0
5632,5632,MORAVIA RD & ST. THOMAS wb,MORAVIA RD at ST THOMAS AVE wb,39.327714,-76.554882,,,,,0
5633,5633,MORAVIA & MANNASOTA AVE wb,MORAVIA RD at MANNASOTA AVE wb,39.328993,-76.558618,,,,,0
5634,5634,MORAVIA & BELAIR RD. FS wb,MORAVIA RD at BELAIR RD fs wb,39.331211,-76.561611,,,,,0
5635,5635,MORAVIA RD & HARCOURT RD wb,,39.337201,-76.565051,,,,,0
5637,5637,MORAVIA RD & HARFORD RD wb,MORAVIA RD at CEDARHURST RD,39.342394,-76.568495,,,,,0
5640,5640,ARGONNE AT MD REHAB wb,ARGONNE DR at MD REHAB CTR wb,39.340305,-76.580776,,,,,0
5642,5642,HILLEN RD & COLD SPRING LANE NB,HILLEN RD at MORGAN ST UNIV nb,39.344363,-76.586236,,,,,0
5649,5649,COLD SPRING AT THE LEAGUE wb,COLD SPRING LN at LEAGUE FOR HANDICAPPED wb,39.344933,-76.598355,,,,,0
5650,5650,COLD SPRING & THE ALAMEDA WB,COLD SPRING LN at THE ALAMEDA wb,39.345035,-76.599686,,,,,0
5651,5651,COLD SPRING & ST GEORGE wb,COLD SPRING LN at ST GEORGE  wb,39.345351,-76.603189,,,,,0
5652,5652,COLD SPRING & MIDWOOD AVE wb,COLD SPRING LN at MIDWOOD AVE wb,39.345445,-76.604171,,,,,0
5653,5653,COLD SPRING & ALHAMBRA FS W/B,COLD SPRING LN at ALHAMBRA fs wb,39.345969,-76.60734,,,,,0
5654,5654,COLD SPRING & YORK RD wb,COLD SPRING LN at YORK RD wb,39.346036,-76.609595,,,,,0
5655,5655,COLD SPRING & MILBROOK RD wb,COLD SPRING LN at MILBROOK RD wb,39.345206,-76.617031,,,,,0
5657,5657,COLD SPRING & WILMSLOW RD wb,COLD SPRING LN at WILMSLOW RD wb,39.344788,-76.62826,,,,,0
5660,5660,COLD SPRING & GRANDVIEW fs wb,COLD SPRING LN at GRANDVIEW AVE fs wb,39.344792,-76.642366,,,,,0
5661,5661,COLD SPRING & LIGHT RAIL mid wb,COLD SPRING LN at LT RAIL STOP mid wb,39.344999,-76.649151,,,,,0
5663,5663,COLD SPRING & OAKFORD AVE fs wb,COLD SPRING LN at OAKFORD AVE fs wb,39.34063,-76.661287,,,,,0
5664,5664,COLD SPRING & PALL MALL fs wb,COLD SPRING LN at PALL MALL f/s wb,39.340816,-76.664116,,,,,0
5666,5666,COLD SPRING & REISTERSTOWN RD wb,COLD SPRING LN at REISTERSTOWN RD wb,39.339095,-76.667448,,,,,0
5667,5667,COLD SPRING & DAYTONA AVE wb,COLD SPRING LN at DAYTONA AVE wb,39.337689,-76.67094,,,,,0
5668,5668,COLD SPRING & WABASH AVE wb,COLD SPRING LN at WABASH AVE wb,39.336622,-76.673733,,,,,0
5669,5669,DOLFIELD & COLD SPRING FS nb,DOLFIELD AVE at COLD SPRING LN fs nb,39.336099,-76.675419,,,,,0
5670,5670,DOLFIELD AVE & FERNHILL nb,DOLFIELD AVE at FERNHILL AVE nb,39.33744,-76.676927,,,,,0
5671,5671,DOLFIELD & LEWIN AVE nb,DOLFIELD AVE at LEWIN AVE nb,39.33853,-76.678786,,,,,0
5674,5674,WHITEMARSH PARK & RIDE,WHITE MARSH PARK at RIDE at MERCANTILE RD,39.377421,-76.462141,,,,,0
5676,5676,CAMPBELL & HAMPTON INN ENT E/B,CAMPBELL BLVD at HAMPTON INN ENT eb,39.373,-76.458849,,,,,0
5677,5677,CAMPBELL & FRKLN SQ DR FS e,CAMPBELL BLVD at FRANKLIN SQUARE DR fs eb,39.369847,-76.454498,,,,,0
5678,5678,CAMPBELL & PHILADELPHIA eb,CAMPBELL BLVD at PHILADELPHIA RD eb,39.366714,-76.44944,,,,,0
5679,5679,PHILADELPHIA & KING HENRY CIR wb,PHILADELPHIA RD at KING HENRY CIR wb,39.358382,-76.456909,,,,,0
5680,5680,PHILADELPHIA RD & BARON PL fs sb,,39.357157,-76.458658,,,,,0
5682,5682,KING AVE & PRINCESS nb,KING AVE at PRINCESS RD nb,39.354829,-76.463314,,,,,0
5683,5683,KING AVE & HEATHCLIFF FS wb,KING AVE at HEATHCLIFF DR fs wb,39.356467,-76.467101,,,,,0
5684,5684,FRANKLIN SQR & PAULA PL OP sb,FRANKLIN SQUARE DR at TOPAZ CT,39.355704,-76.471542,,,,,0
